date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:56:05	1688/1688	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2018%20May%202024%2019:44:35%20GMT	https://www.betclim.fr/wp-content/uploads/2024/05/Only.svg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/2024/05/Only.svg	(from https://www.betclim.fr/)
11:56:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Aug%202024%2009:56:05%20GMT	https://www.betclim.fr/?elementor_library=my_templates-offcanvas	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/index5666.html	(from https://www.betclim.fr/)
11:56:05	872/872	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2018%20May%202024%2019:44:34%20GMT	https://www.betclim.fr/wp-content/uploads/2024/05/nike.svg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/2024/05/nike.svg	(from https://www.betclim.fr/)
11:56:05	245007/245007	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2026%20May%202024%2015:21:11%20GMT	https://www.betclim.fr/wp-content/uploads/2024/05/RGE.svg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/2024/05/RGE.svg	(from https://www.betclim.fr/)
11:56:06	10729/10729	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2026%20May%202024%2015:21:17%20GMT	https://www.betclim.fr/wp-content/uploads/2024/05/les-professionnels-du-gaz-seeklogo.svg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/2024/05/les-professionnels-du-gaz-seeklogo.svg	(from https://www.betclim.fr/)
11:56:06	5183/5183	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2026%20May%202024%2015:21:02%20GMT	https://www.betclim.fr/wp-content/uploads/2024/05/GRDF.svg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/2024/05/GRDF.svg	(from https://www.betclim.fr/)
11:56:06	9893/9893	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Aug%202024%2013:00:19%20GMT	https://www.betclim.fr/wp-content/uploads/elementor/css/custom-widget-icon-list.min.css?ver=1723986018	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/elementor/css/custom-widget-icon-list.minc068.css	(from https://www.betclim.fr/)
11:56:06	17586/17586	---MCZ	200	added ('OK')	application/javascript	etag:W/%22667d0265-44b2%22	http://www.smartsuppchat.com/loader.js	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.smartsuppchat.com/loader.js	(from https://www.betclim.fr/)
11:56:06	100550/100550	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Aug%202024%2013:00:37%20GMT	https://www.betclim.fr/wp-content/uploads/hummingbird-assets/f9f949b6af8a3751370532bcd94386ae.css	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/hummingbird-assets/f9f949b6af8a3751370532bcd94386ae.css	(from https://www.betclim.fr/)
11:56:07	124196/124196	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2009:56:07%20GMT	https://www.betclim.fr/offre-speciale-thermostats-connectes/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/offre-speciale-thermostats-connectes/index.html	(from https://www.betclim.fr/)
11:56:07	79565/79565	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2018%20Aug%202024%2013:00:38%20GMT	https://www.betclim.fr/wp-content/uploads/hummingbird-assets/dd97ed61d6112ad569433dd3d49d5614.js	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/hummingbird-assets/dd97ed61d6112ad569433dd3d49d5614.js	(from https://www.betclim.fr/)
11:56:07	5520/5520	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202023%2022:48:26%20GMT	https://www.betclim.fr/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-includes/js/imagesloaded.minbb93.js	(from https://www.betclim.fr/)
11:56:07	60843/60843	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2018%20Aug%202024%2013:00:39%20GMT	https://www.betclim.fr/wp-content/uploads/hummingbird-assets/38fd98941771f06ea74d86e04a8318c2.js	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/hummingbird-assets/38fd98941771f06ea74d86e04a8318c2.js	(from https://www.betclim.fr/)
11:56:08	6060/6060	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2018%20Aug%202024%2012:59:20%20GMT	https://www.betclim.fr/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.23.3	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min28fc.js	(from https://www.betclim.fr/)
11:56:08	4997/4997	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2018%20Aug%202024%2012:56:55%20GMT	https://www.betclim.fr/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.23.4	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/plugins/elementor/assets/js/webpack.runtime.mind5d5.js	(from https://www.betclim.fr/)
11:56:08	119771/119771	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2009:56:08%20GMT	https://www.betclim.fr/mentions-legales/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/mentions-legales/index.html	(from https://www.betclim.fr/)
11:56:08	73568/73568	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2018%20Aug%202024%2012:56:55%20GMT	https://www.betclim.fr/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.23.4	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/plugins/elementor/assets/js/frontend-modules.mind5d5.js	(from https://www.betclim.fr/)
11:56:08	13482/13482	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2018%20Aug%202024%2013:00:27%20GMT	https://www.betclim.fr/wp-content/uploads/hummingbird-assets/907c789050590ce359b80b6de54c50f3.js	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/hummingbird-assets/907c789050590ce359b80b6de54c50f3.js	(from https://www.betclim.fr/)
11:56:08	37308/37308	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2018%20Aug%202024%2017:59:30%20GMT	https://www.betclim.fr/wp-content/uploads/hummingbird-assets/54eb09016444b36fb5d4abf323acd474.js	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/hummingbird-assets/54eb09016444b36fb5d4abf323acd474.js	(from https://www.betclim.fr/)
11:56:09	21464/21464	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20Jul%202024%2020:22:36%20GMT	https://www.betclim.fr/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-includes/js/jquery/ui/core.minb37e.js	(from https://www.betclim.fr/)
11:56:09	305486/305486	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2018%20Aug%202024%2017:59:32%20GMT	https://www.betclim.fr/wp-content/uploads/hummingbird-assets/4a1fc3d287400d669a83ad55aeb2b65b.js	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/hummingbird-assets/4a1fc3d287400d669a83ad55aeb2b65b.js	(from https://www.betclim.fr/)
11:56:09	172505/172505	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20May%202024%2015:58:55%20GMT	https://www.betclim.fr/wp-content/uploads/2024/05/hand-adjusting-temperature-on-air-conditioner-2023-11-27-05-27-22-utc-scaled.jpg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/2024/05/hand-adjusting-temperature-on-air-conditioner-2023-11-27-05-27-22-utc-scaled.jpg	(from https://www.betclim.fr/wp-content/uploads/hummingbird-assets/905f98b35b3e1ae689532ca84cdf90b4.css)
11:56:10	172648/172648	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20May%202024%2015:58:16%20GMT	https://www.betclim.fr/wp-content/uploads/2024/05/man-turning-off-thermostat-energy-crisis-1-1-scaled.jpg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/2024/05/man-turning-off-thermostat-energy-crisis-1-1-scaled.jpg	(from https://www.betclim.fr/wp-content/uploads/hummingbird-assets/905f98b35b3e1ae689532ca84cdf90b4.css)
11:56:10	472590/472590	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202024%2012:36:35%20GMT	https://www.betclim.fr/wp-content/uploads/2024/05/man-technician-mounting-photovoltaic-solar-panels-2023-11-27-05-00-30-utc-scaled.jpg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/2024/05/man-technician-mounting-photovoltaic-solar-panels-2023-11-27-05-00-30-utc-scaled.jpg	(from https://www.betclim.fr/wp-content/uploads/hummingbird-assets/905f98b35b3e1ae689532ca84cdf90b4.css)
11:56:10	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2018%20Aug%202024%2012:56:55%20GMT	https://www.betclim.fr/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://www.betclim.fr/wp-content/uploads/hummingbird-assets/905f98b35b3e1ae689532ca84cdf90b4.css)
11:56:10	1453/1453	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2009:56:11%20GMT	https://www.betclim.fr/wp-content/plugins/royal-elementor-addons/assets/css/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/plugins/royal-elementor-addons/assets/css/index.html	(from https://www.betclim.fr/wp-content/uploads/hummingbird-assets/905f98b35b3e1ae689532ca84cdf90b4.css)
11:56:11	857084/857084	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Aug%202024%2019:20:45%20GMT	https://www.betclim.fr/wp-content/uploads/hummingbird-assets/9b6e549fede96b12907cb9fccee15ef0.css	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/hummingbird-assets/9b6e549fede96b12907cb9fccee15ef0.css	(from https://www.betclim.fr/guide-ultime-des-energies-renouvelables-2/)
11:56:11	20305/20305	---MC-	200	added ('OK')	application/json	date:Mon,%2026%20Aug%202024%2009:56:12%20GMT	https://www.betclim.fr/wp-json/wp/v2/pages/2124	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-json/wp/v2/pages/2124.json	(from https://www.betclim.fr/guide-ultime-des-energies-renouvelables-2/)
11:56:12	2225/2225	---MC-	200	added ('OK')	application/json	date:Mon,%2026%20Aug%202024%2009:56:12%20GMT	https://www.betclim.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.betclim.fr%2Fguide-ultime-des-energies-renouvelables-2%2F	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-json/oembed/1.0/embed2d2f.json	(from https://www.betclim.fr/guide-ultime-des-energies-renouvelables-2/)
11:56:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Aug%202024%2009:56:12%20GMT	https://www.betclim.fr/?p=2124	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/index9924.html	(from https://www.betclim.fr/guide-ultime-des-energies-renouvelables-2/)
11:56:12	2383/2383	---MCZ	200	added ('OK')	text/xml	date:Mon,%2026%20Aug%202024%2009:56:12%20GMT	https://www.betclim.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.betclim.fr%2Fguide-ultime-des-energies-renouvelables-2%2F&format=xml	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-json/oembed/1.0/embed6f7f	(from https://www.betclim.fr/guide-ultime-des-energies-renouvelables-2/)
11:56:12	29250/29250	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20May%202024%2015:14:15%20GMT	https://www.betclim.fr/wp-content/uploads/elementor/thumbs/living-room-with-sofa-and-air-conditioner-2023-11-27-04-55-41-utc-scaled-qoe9tn8v8ko5651t9iz9kk6c98aymr9y2wgmoc4gi0.jpg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/elementor/thumbs/living-room-with-sofa-and-air-conditioner-2023-11-27-04-55-41-utc-scaled-qoe9tn8v8ko5651t9iz9kk6c98aymr9y2wgmoc4gi0.jpg	(from https://www.betclim.fr/guide-ultime-des-energies-renouvelables-2/)
11:56:12	15711/15711	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20May%202024%2015:48:07%20GMT	https://www.betclim.fr/wp-content/uploads/elementor/thumbs/close-up-woman-hand-with-okay-gesture-through-blue-hole-paper-wall-scaled-qoebc16ooh4exw1sojb5cc3hmu8j0a6tw3d1bpheh4.jpg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/elementor/thumbs/close-up-woman-hand-with-okay-gesture-through-blue-hole-paper-wall-scaled-qoebc16ooh4exw1sojb5cc3hmu8j0a6tw3d1bpheh4.jpg	(from https://www.betclim.fr/guide-ultime-des-energies-renouvelables-2/)
11:56:13	44309/44309	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20May%202024%2001:04:36%20GMT	https://www.betclim.fr/wp-content/uploads/elementor/thumbs/eco-friendly-house-2023-11-27-05-27-43-utc-scaled-qod84hxrlyu66kds1w50i15bfdiez9hthn8jzwdoco.jpg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Mohamed/www.betclim.fr/wp-content/uploads/elementor/thumbs/eco-friendly-house-2023-11-27-05-27-43-utc-scaled-qod84hxrlyu66kds1w50i15bfdiez9hthn8jzwdoco.jpg	(from https://www.betclim.fr/guide-ultime-des-energies-renouvelables-2/)
